#N	J	h	<m>	<m>_err	<e>	<e>_err
20	0.725000	0.000000	0.992097	0.007310	-1.428772	0.018388
20	0.725000	-0.100000	0.989017	0.009633	-1.322555	0.021251
20	0.725000	-0.200000	-0.995365	0.005188	-1.636135	0.015124
20	0.725000	-0.300000	-0.996210	0.004627	-1.738220	0.014056
20	0.725000	-0.400000	-0.996947	0.004061	-1.840119	0.012969
20	0.725000	-0.500000	-0.997572	0.003646	-1.941949	0.011898
20	0.725000	-0.600000	-0.998122	0.003132	-2.043498	0.010747
20	0.725000	-0.700000	-0.998477	0.002858	-2.144592	0.010032
20	0.725000	-0.800000	-0.998700	0.002643	-2.245244	0.009510
20	0.725000	-0.900000	-0.998940	0.002329	-2.346005	0.008724
20	0.725000	-1.000000	-0.999160	0.002102	-2.446738	0.008124
20	0.750000	1.000000	0.999315	0.001852	-2.497275	0.007341
20	0.750000	0.900000	0.999155	0.002159	-2.396731	0.008293
20	0.750000	0.800000	0.999047	0.002237	-2.296403	0.008403
20	0.750000	0.700000	0.998760	0.002487	-2.195453	0.009051
20	0.750000	0.600000	0.998355	0.002974	-2.094123	0.010546
20	0.750000	0.500000	0.998032	0.003258	-1.993181	0.011212
20	0.750000	0.400000	0.997537	0.003633	-1.891789	0.011905
20	0.750000	0.300000	0.997015	0.004137	-1.790420	0.013023
20	0.750000	0.200000	0.996127	0.004630	-1.688006	0.013982
20	0.750000	0.100000	0.995045	0.005385	-1.585288	0.015502
20	0.750000	0.000000	0.993850	0.006229	-1.482686	0.016621
20	0.750000	-0.100000	0.991682	0.007654	-1.377837	0.019119
20	0.750000	-0.200000	0.988587	0.010566	-1.272493	0.021660
20	0.750000	-0.300000	-0.996905	0.004195	-1.790124	0.012845
20	0.750000	-0.400000	-0.997590	0.003573	-1.891971	0.011713
20	0.750000	-0.500000	-0.998067	0.003210	-1.993334	0.010943
20	0.750000	-0.600000	-0.998357	0.002939	-2.094166	0.010364
20	0.750000	-0.700000	-0.998762	0.002570	-2.195474	0.009279
20	0.750000	-0.800000	-0.998930	0.002341	-2.295964	0.008769
20	0.750000	-0.900000	-0.999242	0.001914	-2.397061	0.007400
20	0.750000	-1.000000	-0.999300	0.001840	-2.497219	0.007274
20	0.775000	1.000000	0.999380	0.001786	-2.547462	0.007305
20	0.775000	0.900000	0.999282	0.001955	-2.447145	0.007754
20	0.775000	0.800000	0.999195	0.002092	-2.346895	0.008021
20	0.775000	0.700000	0.999027	0.002300	-2.246332	0.008629
20	0.775000	0.600000	0.998627	0.002744	-2.144964	0.009965
20	0.775000	0.500000	0.998445	0.002938	-2.044534	0.010121
20	0.775000	0.400000	0.998020	0.003256	-1.943194	0.011054
20	0.775000	0.300000	0.997460	0.003863	-1.841608	0.012422
20	0.775000	0.200000	0.996850	0.004142	-1.739934	0.012970
20	0.775000	0.100000	0.995992	0.004659	-1.637629	0.014006
20	0.775000	0.000000	0.994972	0.005634	-1.535333	0.015591
20	0.775000	-0.100000	0.993620	0.006674	-1.432224	0.017356
20	0.775000	-0.200000	0.991642	0.007680	-1.328077	0.018565
20	0.775000	-0.300000	-0.997520	0.003684	-1.841769	0.011967
20	0.775000	-0.400000	-0.997872	0.003411	-1.942720	0.011544
20	0.775000	-0.500000	-0.998365	0.002996	-2.044211	0.010450
20	0.775000	-0.600000	-0.998675	0.002645	-2.145140	0.009639
20	0.775000	-0.700000	-0.998990	0.002314	-2.246201	0.008659
20	0.775000	-0.800000	-0.999210	0.001994	-2.346931	0.007728
20	0.775000	-0.900000	-0.999290	0.001909	-2.447175	0.007543
20	0.775000	-1.000000	-0.999470	0.001649	-2.547843	0.006649
20	0.800000	1.000000	0.999532	0.001515	-2.598041	0.006339
20	0.800000	0.900000	0.999392	0.001766	-2.497521	0.007183
20	0.800000	0.800000	0.999352	0.001787	-2.397422	0.007092
20	0.800000	0.700000	0.999065	0.002214	-2.296370	0.008557
20	0.800000	0.600000	0.998922	0.002351	-2.195941	0.008786
20	0.800000	0.500000	0.998725	0.002627	-2.095350	0.009472
20	0.800000	0.400000	0.998380	0.002958	-1.994284	0.010193
20	0.800000	0.300000	0.998110	0.003210	-1.893545	0.010772
20	0.800000	0.200000	0.997582	0.003636	-1.791897	0.012034
20	0.800000	0.100000	0.996827	0.004254	-1.689907	0.013082
20	0.800000	0.000000	0.996072	0.004864	-1.587988	0.014396
20	0.800000	-0.100000	0.994965	0.005694	-1.485348	0.015643
20	0.800000	-0.200000	0.993292	0.006771	-1.381617	0.017020
20	0.800000	-0.300000	0.201033	0.968580	-1.518658	0.301991
20	0.800000	-0.400000	-0.998402	0.002964	-1.994357	0.010328
20	0.800000	-0.500000	-0.998630	0.002761	-2.095019	0.009892
20	0.800000	-0.600000	-0.998970	0.002359	-2.196134	0.008753
20	0.800000	-0.700000	-0.999165	0.002056	-2.296768	0.007923
20	0.800000	-0.800000	-0.999327	0.001847	-2.397326	0.007314
20	0.800000	-0.900000	-0.999382	0.001791	-2.497496	0.007209
20	0.800000	-1.000000	-0.999482	0.001619	-2.597835	0.006756
20	0.825000	1.000000	0.999590	0.001460	-2.648245	0.006229
20	0.825000	0.900000	0.999507	0.001587	-2.547940	0.006623
20	0.825000	0.800000	0.999382	0.001741	-2.447489	0.007038
20	0.825000	0.700000	0.999292	0.001867	-2.347174	0.007451
20	0.825000	0.600000	0.999162	0.002130	-2.246775	0.008138
20	0.825000	0.500000	0.999012	0.002244	-2.146297	0.008314
20	0.825000	0.400000	0.998687	0.002634	-2.045197	0.009563
20	0.825000	0.300000	0.998372	0.002956	-1.944248	0.010281
20	0.825000	0.200000	0.998015	0.003378	-1.843255	0.011223
20	0.825000	0.100000	0.997470	0.003931	-1.741695	0.012584
20	0.825000	0.000000	0.996762	0.004388	-1.639770	0.013466
20	0.825000	-0.100000	0.996085	0.004934	-1.538239	0.013810
20	0.825000	-0.200000	0.994567	0.006265	-1.434661	0.016070
20	0.825000	-0.300000	0.992950	0.007778	-1.331358	0.017786
20	0.825000	-0.400000	-0.998635	0.002648	-2.045007	0.009616
20	0.825000	-0.500000	-0.998965	0.002341	-2.146121	0.008671
20	0.825000	-0.600000	-0.999207	0.002021	-2.246926	0.007799
20	0.825000	-0.700000	-0.999295	0.001924	-2.347201	0.007597
20	0.825000	-0.800000	-0.999435	0.001734	-2.447704	0.007007
20	0.825000	-0.900000	-0.999532	0.001547	-2.548045	0.006453
20	0.825000	-1.000000	-0.999587	0.001506	-2.648247	0.006342
20	0.850000	1.000000	0.999692	0.001212	-2.698647	0.005331
20	0.850000	0.900000	0.999595	0.001444	-2.598259	0.006210
20	0.850000	0.800000	0.999535	0.001519	-2.498051	0.006344
20	0.850000	0.700000	0.999430	0.001754	-2.397689	0.007067
20	0.850000	0.600000	0.999290	0.001890	-2.297177	0.007484
20	0.850000	0.500000	0.999095	0.002164	-2.196500	0.008327
20	0.850000	0.400000	0.998862	0.002499	-2.095745	0.009238
20	0.850000	0.300000	0.998665	0.002691	-1.995184	0.009428
20	0.850000	0.200000	0.998440	0.002914	-1.894461	0.010226
20	0.850000	0.100000	0.998137	0.003232	-1.793673	0.010684
20	0.850000	0.000000	0.997455	0.003801	-1.691627	0.012214
20	0.850000	-0.100000	0.996637	0.004594	-1.589456	0.013676
20	0.850000	-0.200000	0.995775	0.005466	-1.487453	0.014984
20	0.850000	-0.300000	-0.842742	0.524847	-1.943311	0.172211
20	0.850000	-0.400000	-0.998985	0.002323	-2.096190	0.008560
20	0.850000	-0.500000	-0.999155	0.002136	-2.196751	0.008130
20	0.850000	-0.600000	-0.999282	0.001942	-2.297139	0.007722
20	0.850000	-0.700000	-0.999475	0.001635	-2.397856	0.006661
20	0.850000	-0.800000	-0.999530	0.001567	-2.498051	0.006439
20	0.850000	-0.900000	-0.999637	0.001344	-2.598450	0.005724
20	0.850000	-1.000000	-0.999702	0.001224	-2.698691	0.005387
20	0.875000	1.000000	0.999730	0.001152	-2.748785	0.005184
20	0.875000	0.900000	0.999690	0.001236	-2.648640	0.005410
20	0.875000	0.800000	0.999650	0.001314	-2.548499	0.005623
20	0.875000	0.700000	0.999560	0.001502	-2.448156	0.006284
20	0.875000	0.600000	0.999445	0.001722	-2.347729	0.007041
20	0.875000	0.500000	0.999162	0.002058	-2.246685	0.008094
20	0.875000	0.400000	0.999130	0.002178	-2.146646	0.008327
20	0.875000	0.300000	0.999000	0.002291	-2.046261	0.008465
20	0.875000	0.200000	0.998707	0.002723	-1.945340	0.009592
20	0.875000	0.100000	0.998322	0.003102	-1.844127	0.010661
20	0.875000	0.000000	0.997952	0.003423	-1.743061	0.011247
20	0.875000	-0.100000	0.997467	0.003892	-1.641757	0.012120
20	0.875000	-0.200000	0.996505	0.005185	-1.539381	0.013934
20	0.875000	-0.300000	0.995787	0.005176	-1.437434	0.014709
20	0.875000	-0.400000	-0.999165	0.002092	-2.146796	0.007945
20	0.875000	-0.500000	-0.999245	0.001970	-2.247015	0.007733
20	0.875000	-0.600000	-0.999425	0.001701	-2.347664	0.006867
20	0.875000	-0.700000	-0.999530	0.001575	-2.448035	0.006566
20	0.875000	-0.800000	-0.999682	0.001299	-2.548648	0.005496
20	0.875000	-0.900000	-0.999697	0.001243	-2.648673	0.005440
20	0.875000	-1.000000	-0.999752	0.001141	-2.748891	0.005099
20	0.900000	1.000000	0.999817	0.000938	-2.799161	0.004313
20	0.900000	0.900000	0.999765	0.001093	-2.698951	0.004846
20	0.900000	0.800000	0.999687	0.001290	-2.598643	0.005555
20	0.900000	0.700000	0.999630	0.001392	-2.498436	0.005791
20	0.900000	0.600000	0.999515	0.001594	-2.397967	0.006670
20	0.900000	0.500000	0.999465	0.001677	-2.297829	0.006751
20	0.900000	0.400000	0.999280	0.001951	-2.197156	0.007640
20	0.900000	0.300000	0.999147	0.002112	-2.096716	0.008050
20	0.900000	0.200000	0.998890	0.002422	-1.995863	0.008900
20	0.900000	0.100000	0.998597	0.002751	-1.894937	0.009785
20	0.900000	0.000000	0.998397	0.002999	-1.794402	0.010278
20	0.900000	-0.100000	0.997865	0.003577	-1.692865	0.011555
20	0.900000	-0.200000	0.997200	0.004397	-1.591182	0.012811
20	0.900000	-0.300000	0.996262	0.004909	-1.488670	0.013785
20	0.900000	-0.400000	0.995612	0.005605	-1.387130	0.015223
20	0.900000	-0.500000	-0.999480	0.001614	-2.297877	0.006556
20	0.900000	-0.600000	-0.999505	0.001567	-2.397930	0.006532
20	0.900000	-0.700000	-0.999645	0.001351	-2.498478	0.005779
20	0.900000	-0.800000	-0.999695	0.001248	-2.598663	0.005459
20	0.900000	-0.900000	-0.999757	0.001131	-2.698909	0.005089
20	0.900000	-1.000000	-0.999775	0.001049	-2.798965	0.004823
20	0.925000	1.000000	0.999840	0.000894	-2.849253	0.004156
20	0.925000	0.900000	0.999787	0.001045	-2.749027	0.004769
20	0.925000	0.800000	0.999720	0.001171	-2.648740	0.005270
20	0.925000	0.700000	0.999682	0.001289	-2.548617	0.005578
20	0.925000	0.600000	0.999640	0.001377	-2.448461	0.005862
20	0.925000	0.500000	0.999550	0.001516	-2.348128	0.006238
20	0.925000	0.400000	0.999422	0.001769	-2.247660	0.007121
20	0.925000	0.300000	0.999245	0.001995	-2.147017	0.007775
20	0.925000	0.200000	0.999157	0.002128	-2.046756	0.008113
20	0.925000	0.100000	0.998850	0.002688	-1.945783	0.009603
20	0.925000	0.000000	0.998590	0.002943	-1.844954	0.010279
20	0.925000	-0.100000	0.998372	0.003044	-1.744321	0.010393
20	0.925000	-0.200000	0.997752	0.003839	-1.642536	0.011953
20	0.925000	-0.300000	0.997280	0.004096	-1.541307	0.012380
20	0.925000	-0.400000	0.996317	0.005220	-1.438837	0.014612
20	0.925000	-0.500000	-0.999557	0.001514	-2.348151	0.006291
20	0.925000	-0.600000	-0.999592	0.001465	-2.448252	0.006273
20	0.925000	-0.700000	-0.999682	0.001250	-2.548608	0.005467
20	0.925000	-0.800000	-0.999777	0.001043	-2.648999	0.004694
20	0.925000	-0.900000	-0.999790	0.001003	-2.749034	0.004614
20	0.925000	-1.000000	-0.999840	0.000880	-2.849248	0.004136
20	0.950000	1.000000	0.999887	0.000774	-2.899465	0.003663
20	0.950000	0.900000	0.999842	0.000873	-2.799260	0.004105
20	0.950000	0.800000	0.999775	0.001072	-2.698965	0.004932
20	0.950000	0.700000	0.999702	0.001265	-2.598666	0.005658
20	0.950000	0.600000	0.999667	0.001333	-2.498542	0.005835
20	0.950000	0.500000	0.999612	0.001401	-2.398343	0.005966
20	0.950000	0.400000	0.999572	0.001493	-2.298224	0.006163
20	0.950000	0.300000	0.999425	0.001752	-2.197676	0.006997
20	0.950000	0.200000	0.999335	0.001880	-2.097368	0.007394
20	0.950000	0.100000	0.999057	0.002269	-1.996410	0.008489
20	0.950000	0.000000	0.998902	0.002431	-1.895925	0.008856
20	0.950000	-0.100000	0.998622	0.002840	-1.795131	0.009733
20	0.950000	-0.200000	0.998327	0.003169	-1.694193	0.010667
20	0.950000	-0.300000	0.997462	0.004289	-1.591855	0.012410
20	0.950000	-0.400000	0.996977	0.004634	-1.490607	0.013522
20	0.950000	-0.500000	-0.999605	0.001456	-2.398316	0.006098
20	0.950000	-0.600000	-0.999697	0.001223	-2.498674	0.005348
20	0.950000	-0.700000	-0.999722	0.001188	-2.598756	0.005310
20	0.950000	-0.800000	-0.999802	0.001012	-2.699101	0.004571
20	0.950000	-0.900000	-0.999837	0.000941	-2.799246	0.004293
20	0.950000	-1.000000	-0.999875	0.000781	-2.899400	0.003747
20	0.975000	1.000000	0.999892	0.000725	-2.949473	0.003554
20	0.975000	0.900000	0.999845	0.000867	-2.849256	0.004160
20	0.975000	0.800000	0.999820	0.000996	-2.749159	0.004639
20	0.975000	0.700000	0.999817	0.000990	-2.649165	0.004509
20	0.975000	0.600000	0.999745	0.001155	-2.548857	0.005163
20	0.975000	0.500000	0.999680	0.001254	-2.448597	0.005484
20	0.975000	0.400000	0.999630	0.001347	-2.348414	0.005759
20	0.975000	0.300000	0.999557	0.001497	-2.248156	0.006206
20	0.975000	0.200000	0.999370	0.001831	-2.147446	0.007376
20	0.975000	0.100000	0.999302	0.001891	-2.047244	0.007417
20	0.975000	0.000000	0.999025	0.002297	-1.946290	0.008582
20	0.975000	-0.100000	0.998870	0.002544	-1.845857	0.009074
20	0.975000	-0.200000	0.998607	0.002815	-1.745052	0.009741
20	0.975000	-0.300000	0.998330	0.003269	-1.644334	0.010583
20	0.975000	-0.400000	0.997612	0.005274	-1.542867	0.012204
20	0.975000	-0.500000	0.997055	0.004522	-1.440879	0.012883
20	0.975000	-0.600000	-0.999780	0.001038	-2.549015	0.004628
20	0.975000	-0.700000	-0.999812	0.000989	-2.649142	0.004504
20	0.975000	-0.800000	-0.999855	0.000854	-2.749323	0.003962
20	0.975000	-0.900000	-0.999837	0.000901	-2.849225	0.004275
20	0.975000	-1.000000	-0.999895	0.000717	-2.949485	0.003513
20	1.000000	1.000000	0.999927	0.000598	-2.999638	0.002988
20	1.000000	0.900000	0.999915	0.000646	-2.899583	0.003167
20	1.000000	0.800000	0.999835	0.000921	-2.799218	0.004323
20	1.000000	0.700000	0.999852	0.000861	-2.699307	0.004045
20	1.000000	0.600000	0.999785	0.001062	-2.599011	0.004887
20	1.000000	0.500000	0.999705	0.001189	-2.498677	0.005313
20	1.000000	0.400000	0.999680	0.001264	-2.398607	0.005459
20	1.000000	0.300000	0.999635	0.001339	-2.298436	0.005724
20	1.000000	0.200000	0.999477	0.001678	-2.197840	0.006871
20	1.000000	0.100000	0.999415	0.001756	-2.097651	0.006924
20	1.000000	0.000000	0.999227	0.002065	-1.996955	0.008073
20	1.000000	-0.100000	0.999087	0.002298	-1.896551	0.008528
20	1.000000	-0.200000	0.998825	0.002668	-1.795725	0.009414
20	1.000000	-0.300000	0.998670	0.002834	-1.695294	0.009727
20	1.000000	-0.400000	0.998237	0.003234	-1.594010	0.010565
20	1.000000	-0.500000	0.997462	0.004263	-1.491954	0.012215
20	1.000000	-0.600000	-0.999790	0.001040	-2.599034	0.004782
20	1.000000	-0.700000	-0.999867	0.000803	-2.699377	0.003774
20	1.000000	-0.800000	-0.999865	0.000826	-2.799352	0.003963
20	1.000000	-0.900000	-0.999895	0.000717	-2.899485	0.003513
20	1.000000	-1.000000	-0.999915	0.000646	-2.999575	0.003232
20	1.025000	1.000000	0.999912	0.000674	-3.049559	0.003371
20	1.025000	0.900000	0.999915	0.000646	-2.949575	0.003232
20	1.025000	0.800000	0.999915	0.000665	-2.849584	0.003261
20	1.025000	0.700000	0.999887	0.000742	-2.749460	0.003559
20	1.025000	0.600000	0.999832	0.000927	-2.649218	0.004309
20	1.025000	0.500000	0.999777	0.001043	-2.548982	0.004755
20	1.025000	0.400000	0.999790	0.001015	-2.449060	0.004525
20	1.025000	0.300000	0.999690	0.001247	-2.348641	0.005450
20	1.025000	0.200000	0.999612	0.001392	-2.248354	0.005860
20	1.025000	0.100000	0.999557	0.001506	-2.148157	0.006238
20	1.025000	0.000000	0.999412	0.001787	-2.047643	0.007072
20	1.025000	-0.100000	0.999242	0.002022	-1.947011	0.007886
20	1.025000	-0.200000	0.999162	0.002171	-1.846846	0.007996
20	1.025000	-0.300000	0.998907	0.002499	-1.745977	0.008976
20	1.025000	-0.400000	0.998397	0.003228	-1.644460	0.010602
20	1.025000	-0.500000	0.998145	0.003819	-1.543973	0.010975
20	1.025000	-0.600000	0.503487	0.858501	-1.738770	0.518676
20	1.025000	-0.700000	-0.999865	0.000855	-2.749352	0.004106
20	1.025000	-0.800000	-0.999892	0.000759	-2.849478	0.003658
20	1.025000	-0.900000	-0.999880	0.000813	-2.949410	0.003951
20	1.025000	-1.000000	-0.999927	0.000598	-3.049630	0.003048
20	1.050000	1.000000	0.999940	0.000544	-3.099688	0.002831
20	1.050000	0.900000	0.999882	0.000757	-2.999401	0.003863
20	1.050000	0.800000	0.999890	0.000733	-2.899450	0.003667
20	1.050000	0.700000	0.999857	0.000847	-2.799307	0.004095
20	1.050000	0.600000	0.999845	0.000881	-2.699256	0.004228
20	1.050000	0.500000	0.999835	0.000907	-2.599230	0.004212
20	1.050000	0.400000	0.999815	0.000995	-2.499154	0.004533
20	1.050000	0.300000	0.999725	0.001151	-2.398768	0.005139
20	1.050000	0.200000	0.999655	0.001353	-2.298503	0.005821
20	1.050000	0.100000	0.999570	0.001530	-2.198182	0.006386
20	1.050000	0.000000	0.999522	0.001600	-2.098042	0.006419
20	1.050000	-0.100000	0.999465	0.001692	-1.997848	0.006732
20	1.050000	-0.200000	0.999302	0.002006	-1.897326	0.007405
20	1.050000	-0.300000	0.999040	0.002319	-1.796398	0.008500
20	1.050000	-0.400000	0.998835	0.002696	-1.695778	0.009203
20	1.050000	-0.500000	0.998357	0.003635	-1.594427	0.010841
20	1.050000	-0.600000	0.195267	0.974199	-1.973668	0.589875
20	1.050000	-0.700000	-0.999910	0.000665	-2.799559	0.003257
20	1.050000	-0.800000	-0.999902	0.000727	-2.899512	0.003633
20	1.050000	-0.900000	-0.999932	0.000598	-2.999661	0.002972
20	1.050000	-1.000000	-0.999937	0.000556	-3.099675	0.002889
20	1.075000	1.000000	0.999947	0.000510	-3.149722	0.002701
20	1.075000	0.900000	0.999945	0.000522	-3.049714	0.002712
20	1.075000	0.800000	0.999945	0.000545	-2.949719	0.002779
20	1.075000	0.700000	0.999922	0.000618	-2.849613	0.003088
20	1.075000	0.600000	0.999855	0.000839	-2.749289	0.004111
20	1.075000	0.500000	0.999867	0.000819	-2.649369	0.003871
20	1.075000	0.400000	0.999857	0.000832	-2.549330	0.003910
20	1.075000	0.300000	0.999780	0.001061	-2.448999	0.004794
20	1.075000	0.200000	0.999760	0.001103	-2.348920	0.004965
20	1.075000	0.100000	0.999675	0.001403	-2.248602	0.005907
20	1.075000	0.000000	0.999640	0.001421	-2.148490	0.005866
20	1.075000	-0.100000	0.999507	0.001619	-2.047975	0.006533
20	1.075000	-0.200000	0.999430	0.001732	-1.947706	0.006881
20	1.075000	-0.300000	0.999247	0.002115	-1.847076	0.007952
20	1.075000	-0.400000	0.999015	0.002276	-1.746277	0.008396
20	1.075000	-0.500000	0.998850	0.002702	-1.645926	0.009015
20	1.075000	-0.600000	0.998442	0.003484	-1.544721	0.010656
20	1.075000	-0.700000	-0.999922	0.000618	-2.849613	0.003088
20	1.075000	-0.800000	-0.999915	0.000646	-2.949566	0.003296
20	1.075000	-0.900000	-0.999925	0.000608	-3.049610	0.003160
20	1.075000	-1.000000	-0.999957	0.000459	-3.149775	0.002433
20	1.100000	1.000000	0.999970	0.000386	-3.199838	0.002085
20	1.100000	0.900000	0.999945	0.000522	-3.099709	0.002764
20	1.100000	0.800000	0.999937	0.000556	-2.999675	0.002889
20	1.100000	0.700000	0.999917	0.000656	-2.899585	0.003272
20	1.100000	0.600000	0.999902	0.000727	-2.799513	0.003633
20	1.100000	0.500000	0.999902	0.000691	-2.699522	0.003388
20	1.100000	0.400000	0.999847	0.000943	-2.599279	0.004424
20	1.100000	0.300000	0.999865	0.000826	-2.499366	0.003881
20	1.100000	0.200000	0.999795	0.001041	-2.399068	0.004695
20	1.100000	0.100000	0.999762	0.001143	-2.298953	0.004976
20	1.100000	0.000000	0.999667	0.001314	-2.198559	0.005639
20	1.100000	-0.100000	0.999557	0.001586	-2.098136	0.006573
20	1.100000	-0.200000	0.999480	0.001733	-1.997904	0.006802
20	1.100000	-0.300000	0.999372	0.001835	-1.897488	0.007224
20	1.100000	-0.400000	0.999297	0.001941	-1.797256	0.007440
20	1.100000	-0.500000	0.999042	0.002563	-1.696491	0.008392
20	1.100000	-0.600000	0.998642	0.002845	-1.595089	0.009856
20	1.100000	-0.700000	0.998355	0.003460	-1.494518	0.010611
20	1.100000	-0.800000	-0.999942	0.000533	-2.999701	0.002772
20	1.100000	-0.900000	-0.999952	0.000510	-3.099748	0.002704
20	1.100000	-1.000000	-0.999970	0.000386	-3.199838	0.002085
20	1.125000	1.000000	0.999952	0.000485	-3.249739	0.002668
20	1.125000	0.900000	0.999950	0.000497	-3.149730	0.002686
20	1.125000	0.800000	0.999952	0.000485	-3.049748	0.002571
20	1.125000	0.700000	0.999952	0.000485	-2.949753	0.002522
20	1.125000	0.600000	0.999922	0.000618	-2.849605	0.003150
20	1.125000	0.500000	0.999910	0.000683	-2.749556	0.003343
20	1.125000	0.400000	0.999882	0.000774	-2.649430	0.003727
20	1.125000	0.300000	0.999867	0.000834	-2.549370	0.003942
20	1.125000	0.200000	0.999817	0.000964	-2.449148	0.004480
20	1.125000	0.100000	0.999822	0.000925	-2.349183	0.004256
20	1.125000	0.000000	0.999732	0.001179	-2.248824	0.005101
20	1.125000	-0.100000	0.999665	0.001356	-2.148560	0.005698
20	1.125000	-0.200000	0.999650	0.001343	-2.048523	0.005596
20	1.125000	-0.300000	0.999492	0.001652	-1.947897	0.006782
20	1.125000	-0.400000	0.999422	0.001898	-1.847750	0.006977
20	1.125000	-0.500000	0.999200	0.002100	-1.746901	0.007966
20	1.125000	-0.600000	0.999017	0.002361	-1.646315	0.008629
20	1.125000	-0.700000	-0.673112	0.732431	-2.716161	0.521065
20	1.125000	-0.800000	-0.999960	0.000445	-3.049788	0.002361
20	1.125000	-0.900000	-0.999972	0.000370	-3.149851	0.001997
20	1.125000	-1.000000	-0.999957	0.000459	-3.249766	0.002525
20	1.150000	1.000000	0.999990	0.000223	-3.299944	0.001251
20	1.150000	0.900000	0.999970	0.000386	-3.199835	0.002124
20	1.150000	0.800000	0.999967	0.000402	-3.099825	0.002170
20	1.150000	0.700000	0.999927	0.000618	-2.999622	0.003193
20	1.150000	0.600000	0.999947	0.000510	-2.899727	0.002650
20	1.150000	0.500000	0.999947	0.000510	-2.799732	0.002599
20	1.150000	0.400000	0.999890	0.000750	-2.699450	0.003751
20	1.150000	0.300000	0.999867	0.000819	-2.599351	0.004011
20	1.150000	0.200000	0.999852	0.000846	-2.499292	0.004061
20	1.150000	0.100000	0.999867	0.000819	-2.399377	0.003847
20	1.150000	0.000000	0.999802	0.000987	-2.299092	0.004539
20	1.150000	-0.100000	0.999772	0.001089	-2.198993	0.004764
20	1.150000	-0.200000	0.999645	0.001378	-2.098467	0.005887
20	1.150000	-0.300000	0.999617	0.001411	-1.998401	0.005791
20	1.150000	-0.400000	0.999510	0.001735	-1.898046	0.006586
20	1.150000	-0.500000	0.999455	0.001817	-1.797892	0.006832
20	1.150000	-0.600000	0.999275	0.002037	-1.697215	0.007619
20	1.150000	-0.700000	-0.999945	0.000522	-2.999709	0.002764
20	1.150000	-0.800000	-0.999960	0.000445	-3.099784	0.002405
20	1.150000	-0.900000	-0.999962	0.000431	-3.199794	0.002373
20	1.150000	-1.000000	-0.999967	0.000402	-3.299818	0.002250
20	1.175000	1.000000	0.999975	0.000353	-3.349858	0.002010
20	1.175000	0.900000	0.999962	0.000431	-3.249790	0.002416
20	1.175000	0.800000	0.999967	0.000402	-3.149821	0.002210
20	1.175000	0.700000	0.999972	0.000402	-3.049857	0.002038
20	1.175000	0.600000	0.999937	0.000556	-2.949669	0.002944
20	1.175000	0.500000	0.999940	0.000567	-2.849694	0.002855
20	1.175000	0.400000	0.999940	0.000544	-2.749694	0.002777
20	1.175000	0.300000	0.999915	0.000684	-2.649587	0.003266
20	1.175000	0.200000	0.999870	0.000826	-2.549375	0.003925
20	1.175000	0.100000	0.999862	0.000877	-2.449352	0.004091
20	1.175000	0.000000	0.999845	0.000909	-2.349283	0.004159
20	1.175000	-0.100000	0.999790	0.001040	-2.249046	0.004685
20	1.175000	-0.200000	0.999732	0.001231	-2.148820	0.005353
20	1.175000	-0.300000	0.999722	0.001188	-2.048785	0.005184
20	1.175000	-0.400000	0.999620	0.001451	-1.948395	0.006049
20	1.175000	-0.500000	0.999437	0.001745	-1.847702	0.006991
20	1.175000	-0.600000	0.999370	0.001905	-1.747523	0.007230
20	1.175000	-0.700000	0.999135	0.002297	-1.646734	0.008240
20	1.175000	-0.800000	0.998760	0.002922	-1.545622	0.009513
20	1.175000	-0.900000	-0.999982	0.000295	-3.249902	0.001654
20	1.175000	-1.000000	-0.999980	0.000316	-3.349886	0.001799
20	1.200000	1.000000	0.554097	0.827385	-2.949249	0.834290
20	1.200000	0.900000	0.999972	0.000370	-3.299843	0.002108
20	1.200000	0.800000	0.999985	0.000273	-3.199916	0.001531
20	1.200000	0.700000	0.999975	0.000353	-3.099863	0.001940
20	1.200000	0.600000	0.999960	0.000445	-2.999784	0.002405
20	1.200000	0.500000	0.999950	0.000497	-2.899735	0.002637
20	1.200000	0.400000	0.999925	0.000608	-2.799610	0.003160
20	1.200000	0.300000	0.999890	0.000750	-2.699445	0.003756
20	1.200000	0.200000	0.999920	0.000647	-2.599606	0.003153
20	1.200000	0.100000	0.999910	0.000683	-2.499565	0.003271
20	1.200000	0.000000	0.999862	0.000818	-2.399340	0.003925
20	1.200000	-0.100000	0.999825	0.000932	-2.299184	0.004327
20	1.200000	-0.200000	0.999750	0.001209	-2.198886	0.005305
20	1.200000	-0.300000	0.999800	0.001054	-2.099118	0.004594
20	1.200000	-0.400000	0.999682	0.001337	-1.998651	0.005574
20	1.200000	-0.500000	0.999602	0.001468	-1.898315	0.006176
20	1.200000	-0.600000	0.999475	0.001725	-1.797873	0.006833
20	1.200000	-0.700000	0.999297	0.001998	-1.697246	0.007596
20	1.200000	-0.800000	0.999182	0.002428	-1.597060	0.008150
20	1.200000	-0.900000	-0.898593	0.428997	-3.204767	0.398654
20	1.200000	-1.000000	-0.999985	0.000273	-3.399913	0.001586
20	1.225000	1.000000	0.081630	0.991943	-2.525634	0.996739
20	1.225000	0.900000	0.999967	0.000402	-3.349812	0.002330
20	1.225000	0.800000	0.999975	0.000353	-3.249857	0.002010
20	1.225000	0.700000	0.999985	0.000273	-3.149916	0.001531
