#N	J	h	<m>	<m>_err	<e>	<e>_err
4	1.725000	0.700000	1.000000	0.000000	-4.150000	0.000001
4	1.725000	0.600000	1.000000	0.000000	-4.050000	0.000001
4	1.725000	0.500000	1.000000	0.000000	-3.950000	0.000001
4	1.725000	0.400000	1.000000	0.000000	-3.850000	0.000001
4	1.725000	0.300000	1.000000	0.000000	-3.750000	0.000000
4	1.725000	0.200000	1.000000	0.000000	-3.650000	0.000001
4	1.725000	0.100000	1.000000	0.000000	-3.550000	0.000001
4	1.725000	0.000000	1.000000	0.000000	-3.450000	0.000001
4	1.725000	-0.100000	1.000000	0.000000	-3.350000	0.000001
4	1.725000	-0.200000	1.000000	0.000000	-3.250000	0.000000
4	1.725000	-0.300000	0.999938	0.002794	-3.149587	0.018443
4	1.725000	-0.400000	1.000000	0.000000	-3.050000	0.000001
4	1.725000	-0.500000	1.000000	0.000000	-2.950000	0.000001
4	1.725000	-0.600000	1.000000	0.000000	-2.850000	0.000001
4	1.725000	-0.700000	1.000000	0.000000	-2.750000	0.000000
4	1.725000	-0.800000	1.000000	0.000000	-2.650000	0.000000
4	1.725000	-0.900000	1.000000	0.000000	-2.550000	0.000001
4	1.725000	-1.000000	0.999938	0.002794	-2.449631	0.016487
4	1.750000	1.000000	1.000000	0.000000	-4.500000	0.000000
4	1.750000	0.900000	1.000000	0.000000	-4.400000	0.000001
4	1.750000	0.800000	1.000000	0.000000	-4.300000	0.000001
4	1.750000	0.700000	1.000000	0.000000	-4.200000	0.000001
4	1.750000	0.600000	1.000000	0.000000	-4.100000	0.000001
4	1.750000	0.500000	1.000000	0.000000	-4.000000	0.000000
4	1.750000	0.400000	1.000000	0.000000	-3.900000	0.000001
4	1.750000	0.300000	1.000000	0.000000	-3.800000	0.000001
4	1.750000	0.200000	1.000000	0.000000	-3.700000	0.000001
4	1.750000	0.100000	1.000000	0.000000	-3.600000	0.000001
4	1.750000	0.000000	1.000000	0.000000	-3.500000	0.000000
4	1.750000	-0.100000	1.000000	0.000000	-3.400000	0.000001
4	1.750000	-0.200000	1.000000	0.000000	-3.300000	0.000001
4	1.750000	-0.300000	1.000000	0.000000	-3.200000	0.000001
4	1.750000	-0.400000	1.000000	0.000000	-3.100000	0.000000
4	1.750000	-0.500000	1.000000	0.000000	-3.000000	0.000000
4	1.750000	-0.600000	1.000000	0.000000	-2.900000	0.000000
4	1.750000	-0.700000	1.000000	0.000000	-2.800000	0.000001
4	1.750000	-0.800000	1.000000	0.000000	-2.700000	0.000001
4	1.750000	-0.900000	1.000000	0.000000	-2.600000	0.000000
4	1.750000	-1.000000	1.000000	0.000000	-2.500000	0.000000
4	1.775000	1.000000	1.000000	0.000000	-4.550000	0.000001
4	1.775000	0.900000	1.000000	0.000000	-4.450000	0.000001
4	1.775000	0.800000	1.000000	0.000000	-4.350000	0.000001
4	1.775000	0.700000	1.000000	0.000000	-4.250000	0.000000
4	1.775000	0.600000	1.000000	0.000000	-4.150000	0.000001
4	1.775000	0.500000	1.000000	0.000000	-4.050000	0.000001
4	1.775000	0.400000	1.000000	0.000000	-3.950000	0.000001
4	1.775000	0.300000	1.000000	0.000000	-3.850000	0.000001
4	1.775000	0.200000	1.000000	0.000000	-3.750000	0.000000
4	1.775000	0.100000	0.999938	0.002794	-3.649550	0.020120
4	1.775000	0.000000	1.000000	0.000000	-3.550000	0.000001
4	1.775000	-0.100000	1.000000	0.000000	-3.450000	0.000001
4	1.775000	-0.200000	1.000000	0.000000	-3.350000	0.000001
4	1.775000	-0.300000	0.999938	0.002794	-3.249575	0.019002
4	1.775000	-0.400000	1.000000	0.000000	-3.150000	0.000001
4	1.775000	-0.500000	1.000000	0.000000	-3.050000	0.000001
4	1.775000	-0.600000	1.000000	0.000000	-2.950000	0.000001
4	1.775000	-0.700000	1.000000	0.000000	-2.850000	0.000001
4	1.775000	-0.800000	1.000000	0.000000	-2.750000	0.000000
4	1.775000	-0.900000	1.000000	0.000000	-2.650000	0.000000
4	1.775000	-1.000000	1.000000	0.000000	-2.550000	0.000001
4	1.800000	1.000000	1.000000	0.000000	-4.600000	0.000001
4	1.800000	0.900000	1.000000	0.000000	-4.500000	0.000000
4	1.800000	0.800000	1.000000	0.000000	-4.400000	0.000001
4	1.800000	0.700000	1.000000	0.000000	-4.300000	0.000001
4	1.800000	0.600000	1.000000	0.000000	-4.200000	0.000001
4	1.800000	0.500000	1.000000	0.000000	-4.100000	0.000001
4	1.800000	0.400000	1.000000	0.000000	-4.000000	0.000000
4	1.800000	0.300000	1.000000	0.000000	-3.900000	0.000001
4	1.800000	0.200000	1.000000	0.000000	-3.800000	0.000001
4	1.800000	0.100000	1.000000	0.000000	-3.700000	0.000001
4	1.800000	0.000000	1.000000	0.000000	-3.600000	0.000001
4	1.800000	-0.100000	1.000000	0.000000	-3.500000	0.000000
4	1.800000	-0.200000	0.999938	0.002794	-3.399562	0.019561
4	1.800000	-0.300000	1.000000	0.000000	-3.300000	0.000001
4	1.800000	-0.400000	1.000000	0.000000	-3.200000	0.000001
4	1.800000	-0.500000	1.000000	0.000000	-3.100000	0.000000
4	1.800000	-0.600000	1.000000	0.000000	-3.000000	0.000000
4	1.800000	-0.700000	1.000000	0.000000	-2.900000	0.000000
4	1.800000	-0.800000	1.000000	0.000000	-2.800000	0.000001
4	1.800000	-0.900000	1.000000	0.000000	-2.700000	0.000001
4	1.800000	-1.000000	1.000000	0.000000	-2.600000	0.000000
4	1.825000	1.000000	1.000000	0.000000	-4.650000	0.000001
4	1.825000	0.900000	1.000000	0.000000	-4.550000	0.000001
4	1.825000	0.800000	1.000000	0.000000	-4.450000	0.000001
4	1.825000	0.700000	1.000000	0.000000	-4.350000	0.000001
4	1.825000	0.600000	1.000000	0.000000	-4.250000	0.000000
4	1.825000	0.500000	1.000000	0.000000	-4.150000	0.000001
4	1.825000	0.400000	1.000000	0.000000	-4.050000	0.000001
4	1.825000	0.300000	1.000000	0.000000	-3.950000	0.000001
4	1.825000	0.200000	1.000000	0.000000	-3.850000	0.000001
4	1.825000	0.100000	1.000000	0.000000	-3.750000	0.000000
4	1.825000	0.000000	1.000000	0.000000	-3.650000	0.000001
4	1.825000	-0.100000	1.000000	0.000000	-3.550000	0.000001
4	1.825000	-0.200000	1.000000	0.000000	-3.450000	0.000001
4	1.825000	-0.300000	1.000000	0.000000	-3.350000	0.000001
4	1.825000	-0.400000	1.000000	0.000000	-3.250000	0.000000
4	1.825000	-0.500000	1.000000	0.000000	-3.150000	0.000001
4	1.825000	-0.600000	1.000000	0.000000	-3.050000	0.000001
4	1.825000	-0.700000	1.000000	0.000000	-2.950000	0.000001
4	1.825000	-0.800000	1.000000	0.000000	-2.850000	0.000001
4	1.825000	-0.900000	1.000000	0.000000	-2.750000	0.000000
4	1.825000	-1.000000	1.000000	0.000000	-2.650000	0.000000
4	1.850000	1.000000	1.000000	0.000000	-4.700000	0.000001
4	1.850000	0.900000	1.000000	0.000000	-4.600000	0.000001
4	1.850000	0.800000	1.000000	0.000000	-4.500000	0.000000
4	1.850000	0.700000	1.000000	0.000000	-4.400000	0.000001
4	1.850000	0.600000	1.000000	0.000000	-4.300000	0.000001
4	1.850000	0.500000	1.000000	0.000000	-4.200000	0.000001
4	1.850000	0.400000	1.000000	0.000000	-4.100000	0.000001
4	1.850000	0.300000	1.000000	0.000000	-4.000000	0.000000
4	1.850000	0.200000	1.000000	0.000000	-3.900000	0.000001
4	1.850000	0.100000	1.000000	0.000000	-3.800000	0.000001
4	1.850000	0.000000	1.000000	0.000000	-3.700000	0.000001
4	1.850000	-0.100000	1.000000	0.000000	-3.600000	0.000001
4	1.850000	-0.200000	1.000000	0.000000	-3.500000	0.000000
4	1.850000	-0.300000	0.999938	0.002794	-3.399556	0.019840
4	1.850000	-0.400000	1.000000	0.000000	-3.300000	0.000001
4	1.850000	-0.500000	1.000000	0.000000	-3.200000	0.000001
4	1.850000	-0.600000	1.000000	0.000000	-3.100000	0.000000
4	1.850000	-0.700000	1.000000	0.000000	-3.000000	0.000000
4	1.850000	-0.800000	1.000000	0.000000	-2.900000	0.000000
4	1.850000	-0.900000	1.000000	0.000000	-2.800000	0.000001
4	1.850000	-1.000000	1.000000	0.000000	-2.700000	0.000001
4	1.875000	1.000000	1.000000	0.000000	-4.750000	0.000000
4	1.875000	0.900000	1.000000	0.000000	-4.650000	0.000001
4	1.875000	0.800000	1.000000	0.000000	-4.550000	0.000001
4	1.875000	0.700000	1.000000	0.000000	-4.450000	0.000001
4	1.875000	0.600000	1.000000	0.000000	-4.350000	0.000001
4	1.875000	0.500000	1.000000	0.000000	-4.250000	0.000000
4	1.875000	0.400000	1.000000	0.000000	-4.150000	0.000001
4	1.875000	0.300000	1.000000	0.000000	-4.050000	0.000001
4	1.875000	0.200000	1.000000	0.000000	-3.950000	0.000001
4	1.875000	0.100000	1.000000	0.000000	-3.850000	0.000001
4	1.875000	0.000000	1.000000	0.000000	-3.750000	0.000000
4	1.875000	-0.100000	1.000000	0.000000	-3.650000	0.000001
4	1.875000	-0.200000	1.000000	0.000000	-3.550000	0.000001
4	1.875000	-0.300000	1.000000	0.000000	-3.450000	0.000001
4	1.875000	-0.400000	1.000000	0.000000	-3.350000	0.000001
4	1.875000	-0.500000	1.000000	0.000000	-3.250000	0.000000
4	1.875000	-0.600000	1.000000	0.000000	-3.150000	0.000001
4	1.875000	-0.700000	1.000000	0.000000	-3.050000	0.000001
4	1.875000	-0.800000	1.000000	0.000000	-2.950000	0.000001
4	1.875000	-0.900000	1.000000	0.000000	-2.850000	0.000001
4	1.875000	-1.000000	1.000000	0.000000	-2.750000	0.000000
4	1.900000	1.000000	1.000000	0.000000	-4.800000	0.000001
4	1.900000	0.900000	1.000000	0.000000	-4.700000	0.000001
4	1.900000	0.800000	1.000000	0.000000	-4.600000	0.000001
4	1.900000	0.700000	1.000000	0.000000	-4.500000	0.000000
4	1.900000	0.600000	1.000000	0.000000	-4.400000	0.000001
4	1.900000	0.500000	1.000000	0.000000	-4.300000	0.000001
4	1.900000	0.400000	1.000000	0.000000	-4.200000	0.000001
4	1.900000	0.300000	1.000000	0.000000	-4.100000	0.000001
4	1.900000	0.200000	1.000000	0.000000	-4.000000	0.000000
4	1.900000	0.100000	1.000000	0.000000	-3.900000	0.000001
4	1.900000	0.000000	1.000000	0.000000	-3.800000	0.000001
4	1.900000	-0.100000	1.000000	0.000000	-3.700000	0.000001
4	1.900000	-0.200000	1.000000	0.000000	-3.600000	0.000001
4	1.900000	-0.300000	1.000000	0.000000	-3.500000	0.000000
4	1.900000	-0.400000	1.000000	0.000000	-3.400000	0.000001
4	1.900000	-0.500000	1.000000	0.000000	-3.300000	0.000001
4	1.900000	-0.600000	1.000000	0.000000	-3.200000	0.000001
4	1.900000	-0.700000	1.000000	0.000000	-3.100000	0.000000
4	1.900000	-0.800000	1.000000	0.000000	-3.000000	0.000000
4	1.900000	-0.900000	1.000000	0.000000	-2.900000	0.000000
4	1.900000	-1.000000	1.000000	0.000000	-2.800000	0.000001
4	1.925000	1.000000	1.000000	0.000000	-4.850000	0.000002
4	1.925000	0.900000	1.000000	0.000000	-4.750000	0.000000
4	1.925000	0.800000	1.000000	0.000000	-4.650000	0.000001
4	1.925000	0.700000	1.000000	0.000000	-4.550000	0.000001
4	1.925000	0.600000	1.000000	0.000000	-4.450000	0.000001
4	1.925000	0.500000	1.000000	0.000000	-4.350000	0.000001
4	1.925000	0.400000	1.000000	0.000000	-4.250000	0.000000
4	1.925000	0.300000	1.000000	0.000000	-4.150000	0.000001
4	1.925000	0.200000	1.000000	0.000000	-4.050000	0.000001
4	1.925000	0.100000	1.000000	0.000000	-3.950000	0.000001
4	1.925000	0.000000	1.000000	0.000000	-3.850000	0.000001
4	1.925000	-0.100000	1.000000	0.000000	-3.750000	0.000000
4	1.925000	-0.200000	1.000000	0.000000	-3.650000	0.000001
4	1.925000	-0.300000	1.000000	0.000000	-3.550000	0.000001
4	1.925000	-0.400000	1.000000	0.000000	-3.450000	0.000001
4	1.925000	-0.500000	1.000000	0.000000	-3.350000	0.000001
4	1.925000	-0.600000	1.000000	0.000000	-3.250000	0.000000
4	1.925000	-0.700000	1.000000	0.000000	-3.150000	0.000001
4	1.925000	-0.800000	1.000000	0.000000	-3.050000	0.000001
4	1.925000	-0.900000	1.000000	0.000000	-2.950000	0.000001
4	1.925000	-1.000000	1.000000	0.000000	-2.850000	0.000001
4	1.950000	1.000000	1.000000	0.000000	-4.900000	0.000001
4	1.950000	0.900000	1.000000	0.000000	-4.800000	0.000001
4	1.950000	0.800000	1.000000	0.000000	-4.700000	0.000001
4	1.950000	0.700000	1.000000	0.000000	-4.600000	0.000001
4	1.950000	0.600000	1.000000	0.000000	-4.500000	0.000000
4	1.950000	0.500000	1.000000	0.000000	-4.400000	0.000001
4	1.950000	0.400000	1.000000	0.000000	-4.300000	0.000001
4	1.950000	0.300000	1.000000	0.000000	-4.200000	0.000001
4	1.950000	0.200000	1.000000	0.000000	-4.100000	0.000001
4	1.950000	0.100000	1.000000	0.000000	-4.000000	0.000000
4	1.950000	0.000000	1.000000	0.000000	-3.900000	0.000001
4	1.950000	-0.100000	1.000000	0.000000	-3.800000	0.000001
4	1.950000	-0.200000	1.000000	0.000000	-3.700000	0.000001
4	1.950000	-0.300000	1.000000	0.000000	-3.600000	0.000001
4	1.950000	-0.400000	1.000000	0.000000	-3.500000	0.000000
4	1.950000	-0.500000	1.000000	0.000000	-3.400000	0.000001
4	1.950000	-0.600000	1.000000	0.000000	-3.300000	0.000001
4	1.950000	-0.700000	1.000000	0.000000	-3.200000	0.000001
4	1.950000	-0.800000	1.000000	0.000000	-3.100000	0.000000
4	1.950000	-0.900000	1.000000	0.000000	-3.000000	0.000000
4	1.950000	-1.000000	1.000000	0.000000	-2.900000	0.000000
4	1.975000	1.000000	1.000000	0.000000	-4.950000	0.000000
4	1.975000	0.900000	1.000000	0.000000	-4.850000	0.000002
4	1.975000	0.800000	1.000000	0.000000	-4.750000	0.000000
4	1.975000	0.700000	1.000000	0.000000	-4.650000	0.000001
4	1.975000	0.600000	1.000000	0.000000	-4.550000	0.000001
4	1.975000	0.500000	1.000000	0.000000	-4.450000	0.000001
4	1.975000	0.400000	1.000000	0.000000	-4.350000	0.000001
4	1.975000	0.300000	1.000000	0.000000	-4.250000	0.000000
4	1.975000	0.200000	1.000000	0.000000	-4.150000	0.000001
4	1.975000	0.100000	1.000000	0.000000	-4.050000	0.000001
4	1.975000	0.000000	1.000000	0.000000	-3.950000	0.000001
4	1.975000	-0.100000	1.000000	0.000000	-3.850000	0.000001
4	1.975000	-0.200000	1.000000	0.000000	-3.750000	0.000000
4	1.975000	-0.300000	1.000000	0.000000	-3.650000	0.000001
4	1.975000	-0.400000	1.000000	0.000000	-3.550000	0.000001
4	1.975000	-0.500000	1.000000	0.000000	-3.450000	0.000001
4	1.975000	-0.600000	1.000000	0.000000	-3.350000	0.000001
4	1.975000	-0.700000	1.000000	0.000000	-3.250000	0.000000
4	1.975000	-0.800000	1.000000	0.000000	-3.150000	0.000001
4	1.975000	-0.900000	1.000000	0.000000	-3.050000	0.000001
4	1.975000	-1.000000	1.000000	0.000000	-2.950000	0.000001
4	2.000000	1.000000	1.000000	0.000000	-5.000000	0.000000
4	2.000000	0.900000	1.000000	0.000000	-4.900000	0.000001
4	2.000000	0.800000	1.000000	0.000000	-4.800000	0.000001
4	2.000000	0.700000	1.000000	0.000000	-4.700000	0.000001
4	2.000000	0.600000	1.000000	0.000000	-4.600000	0.000001
4	2.000000	0.500000	1.000000	0.000000	-4.500000	0.000000
4	2.000000	0.400000	1.000000	0.000000	-4.400000	0.000001
4	2.000000	0.300000	1.000000	0.000000	-4.300000	0.000001
4	2.000000	0.200000	1.000000	0.000000	-4.200000	0.000001
4	2.000000	0.100000	1.000000	0.000000	-4.100000	0.000001
4	2.000000	0.000000	1.000000	0.000000	-4.000000	0.000000
4	2.000000	-0.100000	1.000000	0.000000	-3.900000	0.000001
4	2.000000	-0.200000	1.000000	0.000000	-3.800000	0.000001
4	2.000000	-0.300000	1.000000	0.000000	-3.700000	0.000001
4	2.000000	-0.400000	1.000000	0.000000	-3.600000	0.000001
4	2.000000	-0.500000	1.000000	0.000000	-3.500000	0.000000
4	2.000000	-0.600000	1.000000	0.000000	-3.400000	0.000001
4	2.000000	-0.700000	1.000000	0.000000	-3.300000	0.000001
4	2.000000	-0.800000	1.000000	0.000000	-3.200000	0.000001
4	2.000000	-0.900000	1.000000	0.000000	-3.100000	0.000000
4	2.000000	-1.000000	1.000000	0.000000	-3.000000	0.000000
8	0.250000	1.000000	0.957609	0.038899	-1.417367	0.074365
8	0.250000	0.900000	0.946187	0.044389	-1.301389	0.078899
8	0.250000	0.800000	0.935922	0.049843	-1.189581	0.083029
8	0.250000	0.700000	0.917141	0.058397	-1.067350	0.088935
8	0.250000	0.600000	0.891922	0.067280	-0.940536	0.092775
8	0.250000	0.500000	0.861766	0.079557	-0.814805	0.097926
8	0.250000	0.400000	0.814906	0.093453	-0.677705	0.099888
8	0.250000	0.300000	0.731172	0.121624	-0.522086	0.104514
8	0.250000	0.200000	0.608328	0.163810	-0.369369	0.101940
8	0.250000	0.100000	0.371625	0.225809	-0.215202	0.084835
8	0.250000	0.000000	-0.007984	0.266607	-0.141945	0.054880
8	0.250000	-0.100000	-0.378953	0.219106	-0.216895	0.082920
8	0.250000	-0.200000	-0.610031	0.162014	-0.371155	0.101399
8	0.250000	-0.300000	-0.741359	0.118915	-0.531900	0.103722
8	0.250000	-0.400000	-0.811172	0.095170	-0.673219	0.100923
8	0.250000	-0.500000	-0.862531	0.077553	-0.815023	0.096200
8	0.250000	-0.600000	-0.889734	0.066996	-0.937942	0.092003
8	0.250000	-0.700000	-0.918813	0.054838	-1.069708	0.084370
8	0.250000	-0.800000	-0.935031	0.050222	-1.188353	0.082631
8	0.250000	-0.900000	-0.949313	0.042769	-1.306709	0.076344
8	0.250000	-1.000000	-0.957609	0.039447	-1.417672	0.074593
8	0.275000	1.000000	0.966203	0.034642	-1.480685	0.069669
8	0.275000	0.900000	0.958313	0.038202	-1.369272	0.072042
8	0.275000	0.800000	0.947328	0.044597	-1.254229	0.077413
8	0.275000	0.700000	0.931109	0.051838	-1.133001	0.084134
8	0.275000	0.600000	0.914844	0.059559	-1.016028	0.087414
8	0.275000	0.500000	0.889047	0.067658	-0.889448	0.090357
8	0.275000	0.400000	0.851031	0.083460	-0.755198	0.097272
8	0.275000	0.300000	0.778578	0.110861	-0.600432	0.105186
8	0.275000	0.200000	0.677016	0.154695	-0.447958	0.111436
8	0.275000	0.100000	0.451016	0.219775	-0.272441	0.094077
8	0.275000	0.000000	-0.005031	0.294376	-0.172958	0.059960
8	0.275000	-0.100000	-0.450313	0.220944	-0.272164	0.095255
8	0.275000	-0.200000	-0.679031	0.147232	-0.449126	0.106943
8	0.275000	-0.300000	-0.789391	0.112793	-0.610826	0.108504
8	0.275000	-0.400000	-0.846719	0.084721	-0.751823	0.097812
8	0.275000	-0.500000	-0.889344	0.067801	-0.890223	0.090352
8	0.275000	-0.600000	-0.912453	0.060006	-1.012033	0.088380
8	0.275000	-0.700000	-0.932250	0.050377	-1.134830	0.081527
8	0.275000	-0.800000	-0.945047	0.044701	-1.250101	0.078039
8	0.275000	-0.900000	-0.957656	0.038324	-1.368011	0.072417
8	0.275000	-1.000000	-0.966703	0.034745	-1.481770	0.069975
8	0.300000	1.000000	0.972953	0.030752	-1.542016	0.064181
8	0.300000	0.900000	0.964750	0.035543	-1.428384	0.070327
8	0.300000	0.800000	0.956438	0.039894	-1.316344	0.073815
8	0.300000	0.700000	0.944937	0.046576	-1.201062	0.080124
8	0.300000	0.600000	0.929094	0.054519	-1.081491	0.085726
8	0.300000	0.500000	0.908844	0.064704	-0.959284	0.092449
8	0.300000	0.400000	0.874641	0.078302	-0.825056	0.098587
8	0.300000	0.300000	0.825672	0.100477	-0.684127	0.106567
8	0.300000	0.200000	0.741281	0.131774	-0.530325	0.108631
8	0.300000	0.100000	0.532703	0.219339	-0.345489	0.108401
8	0.300000	0.000000	0.007562	0.323020	-0.211584	0.068569
8	0.300000	-0.100000	-0.545875	0.213552	-0.348363	0.106646
8	0.300000	-0.200000	-0.735313	0.140058	-0.525184	0.112847
8	0.300000	-0.300000	-0.829125	0.095300	-0.688941	0.101041
8	0.300000	-0.400000	-0.874750	0.078062	-0.825738	0.097290
8	0.300000	-0.500000	-0.907687	0.063144	-0.957862	0.090401
8	0.300000	-0.600000	-0.930203	0.051982	-1.082888	0.082580
8	0.300000	-0.700000	-0.945125	0.045709	-1.200772	0.079770
8	0.300000	-0.800000	-0.957703	0.040595	-1.318678	0.075379
8	0.300000	-0.900000	-0.965375	0.034536	-1.429312	0.068678
8	0.300000	-1.000000	-0.972812	0.031220	-1.541500	0.066032
8	0.325000	1.000000	0.977906	0.027673	-1.600352	0.061041
8	0.325000	0.900000	0.971625	0.031677	-1.489474	0.065878
8	0.325000	0.800000	0.964641	0.035661	-1.378467	0.070178
8	0.325000	0.700000	0.955937	0.041054	-1.265927	0.074954
8	0.325000	0.600000	0.941844	0.048540	-1.146562	0.082103
8	0.325000	0.500000	0.926391	0.056390	-1.028848	0.085871
8	0.325000	0.400000	0.900266	0.068028	-0.899505	0.092990
8	0.325000	0.300000	0.857172	0.090274	-0.759226	0.104881
8	0.325000	0.200000	0.791391	0.118611	-0.610363	0.108497
8	0.325000	0.100000	0.613422	0.214041	-0.422539	0.117309
8	0.325000	0.000000	0.009016	0.392269	-0.262976	0.083550
8	0.325000	-0.100000	-0.632781	0.201324	-0.431016	0.116568
8	0.325000	-0.200000	-0.787344	0.122801	-0.607878	0.110730
8	0.325000	-0.300000	-0.858078	0.093072	-0.760920	0.107380
8	0.325000	-0.400000	-0.901047	0.068912	-0.901716	0.092999
8	0.325000	-0.500000	-0.922250	0.058487	-1.022004	0.089242
8	0.325000	-0.600000	-0.941953	0.049224	-1.147084	0.082093
8	0.325000	-0.700000	-0.956125	0.040114	-1.266170	0.073608
8	0.325000	-0.800000	-0.965672	0.034754	-1.380399	0.068686
8	0.325000	-0.900000	-0.971938	0.031771	-1.489766	0.066941
8	0.325000	-1.000000	-0.978609	0.027652	-1.602000	0.060846
8	0.350000	1.000000	0.982375	0.024385	-1.658641	0.056110
8	0.350000	0.900000	0.977062	0.028662	-1.548589	0.062890
8	0.350000	0.800000	0.971422	0.032689	-1.439414	0.067200
8	0.350000	0.700000	0.964000	0.036602	-1.327889	0.070350
8	0.350000	0.600000	0.953875	0.041651	-1.212617	0.075429
8	0.350000	0.500000	0.939359	0.051091	-1.094014	0.083198
8	0.350000	0.400000	0.921250	0.060391	-0.973333	0.088291
8	0.350000	0.300000	0.885859	0.079240	-0.835952	0.099064
8	0.350000	0.200000	0.835172	0.107974	-0.693828	0.109036
8	0.350000	0.100000	0.695031	0.203372	-0.512844	0.124318
8	0.350000	0.000000	-0.033734	0.450259	-0.318555	0.097466
8	0.350000	-0.100000	-0.719891	0.181013	-0.526180	0.122407
8	0.350000	-0.200000	-0.837234	0.105429	-0.697106	0.107283
8	0.350000	-0.300000	-0.893125	0.074750	-0.843764	0.096769
8	0.350000	-0.400000	-0.918188	0.062454	-0.968980	0.091372
8	0.350000	-0.500000	-0.940078	0.050017	-1.095150	0.081297
8	0.350000	-0.600000	-0.952281	0.044451	-1.210217	0.079089
8	0.350000	-0.700000	-0.962578	0.038508	-1.324892	0.074380
8	0.350000	-0.800000	-0.971391	0.032556	-1.439345	0.066835
8	0.350000	-0.900000	-0.976328	0.029542	-1.546977	0.064429
8	0.350000	-1.000000	-0.981844	0.025358	-1.657245	0.058786
8	0.375000	1.000000	0.984938	0.022528	-1.713012	0.054443
8	0.375000	0.900000	0.983047	0.023865	-1.610238	0.054967
8	0.375000	0.800000	0.976437	0.029456	-1.497412	0.064405
8	0.375000	0.700000	0.970250	0.032815	-1.387093	0.067077
8	0.375000	0.600000	0.964141	0.036534	-1.278117	0.070405
8	0.375000	0.500000	0.950281	0.046127	-1.157969	0.080056
8	0.375000	0.400000	0.934906	0.055543	-1.038380	0.086906
8	0.375000	0.300000	0.913906	0.066291	-0.915492	0.091870
8	0.375000	0.200000	0.871172	0.088275	-0.773344	0.100710
8	0.375000	0.100000	0.780500	0.164077	-0.614253	0.119293
8	0.375000	0.000000	0.073125	0.561178	-0.398566	0.118762
8	0.375000	-0.100000	-0.791000	0.147785	-0.618643	0.119229
