lambda	nx	q	q^2	F
1200	30	5.400000e-01	2.916000e-01	4.017022e-01
1200	32	5.400000e-01	2.916000e-01	4.017022e-01
1200	34	5.400000e-01	2.916000e-01	4.017022e-01
1200	36	5.400000e-01	2.916000e-01	4.017022e-01
1200	38	5.400000e-01	2.916000e-01	4.017022e-01
1200	40	5.400000e-01	2.916000e-01	4.017022e-01
1200	20	5.400000e-01	2.916000e-01	4.017023e-01
1200	 2	5.500000e-01	3.025000e-01	3.933052e-01
1200	 4	5.500000e-01	3.025000e-01	4.009540e-01
1200	 6	5.500000e-01	3.025000e-01	3.932866e-01
1200	 8	5.500000e-01	3.025000e-01	3.932083e-01
1200	10	5.500000e-01	3.025000e-01	3.932040e-01
1200	12	5.500000e-01	3.025000e-01	3.932029e-01
1200	14	5.500000e-01	3.025000e-01	3.932048e-01
1200	16	5.500000e-01	3.025000e-01	3.932041e-01
1200	18	5.500000e-01	3.025000e-01	3.932042e-01
1200	20	5.500000e-01	3.025000e-01	3.932044e-01
1200	22	5.500000e-01	3.025000e-01	3.932042e-01
1200	24	5.500000e-01	3.025000e-01	3.932043e-01
1200	26	5.500000e-01	3.025000e-01	3.932043e-01
1200	28	5.500000e-01	3.025000e-01	3.932043e-01
1200	30	5.500000e-01	3.025000e-01	3.932043e-01
1200	32	5.500000e-01	3.025000e-01	3.932043e-01
1200	34	5.500000e-01	3.025000e-01	3.932043e-01
1200	36	5.500000e-01	3.025000e-01	3.932043e-01
1200	38	5.500000e-01	3.025000e-01	3.932043e-01
1200	40	5.500000e-01	3.025000e-01	3.932043e-01
1200	20	5.500000e-01	3.025000e-01	3.932044e-01
1200	 2	5.600000e-01	3.136000e-01	3.881021e-01
1200	 4	5.600000e-01	3.136000e-01	3.923231e-01
1200	 6	5.600000e-01	3.136000e-01	3.849770e-01
1200	 8	5.600000e-01	3.136000e-01	3.848906e-01
1200	10	5.600000e-01	3.136000e-01	3.848856e-01
1200	12	5.600000e-01	3.136000e-01	3.848845e-01
1200	14	5.600000e-01	3.136000e-01	3.848866e-01
1200	16	5.600000e-01	3.136000e-01	3.848859e-01
1200	18	5.600000e-01	3.136000e-01	3.848859e-01
1200	20	5.600000e-01	3.136000e-01	3.848862e-01
1200	22	5.600000e-01	3.136000e-01	3.848860e-01
1200	24	5.600000e-01	3.136000e-01	3.848860e-01
1200	26	5.600000e-01	3.136000e-01	3.848860e-01
1200	28	5.600000e-01	3.136000e-01	3.848860e-01
1200	30	5.600000e-01	3.136000e-01	3.848860e-01
1200	32	5.600000e-01	3.136000e-01	3.848860e-01
1200	34	5.600000e-01	3.136000e-01	3.848860e-01
1200	36	5.600000e-01	3.136000e-01	3.848860e-01
1200	38	5.600000e-01	3.136000e-01	3.848860e-01
1200	40	5.600000e-01	3.136000e-01	3.848860e-01
1200	20	5.600000e-01	3.136000e-01	3.848862e-01
1200	 2	5.700000e-01	3.249000e-01	3.828869e-01
1200	 4	5.700000e-01	3.249000e-01	3.838742e-01
1200	 6	5.700000e-01	3.249000e-01	3.768436e-01
1200	 8	5.700000e-01	3.249000e-01	3.767497e-01
1200	10	5.700000e-01	3.249000e-01	3.767442e-01
1200	12	5.700000e-01	3.249000e-01	3.767430e-01
1200	14	5.700000e-01	3.249000e-01	3.767452e-01
1200	16	5.700000e-01	3.249000e-01	3.767445e-01
1200	18	5.700000e-01	3.249000e-01	3.767445e-01
1200	20	5.700000e-01	3.249000e-01	3.767448e-01
1200	22	5.700000e-01	3.249000e-01	3.767446e-01
1200	24	5.700000e-01	3.249000e-01	3.767446e-01
1200	26	5.700000e-01	3.249000e-01	3.767446e-01
1200	28	5.700000e-01	3.249000e-01	3.767446e-01
1200	30	5.700000e-01	3.249000e-01	3.767446e-01
1200	32	5.700000e-01	3.249000e-01	3.767446e-01
1200	34	5.700000e-01	3.249000e-01	3.767446e-01
1200	36	5.700000e-01	3.249000e-01	3.767446e-01
1200	38	5.700000e-01	3.249000e-01	3.767446e-01
1200	40	5.700000e-01	3.249000e-01	3.767446e-01
1200	20	5.700000e-01	3.249000e-01	3.767448e-01
1200	 2	5.800000e-01	3.364000e-01	3.776659e-01
1200	 4	5.800000e-01	3.364000e-01	3.756050e-01
1200	 6	5.800000e-01	3.364000e-01	3.688838e-01
1200	 8	5.800000e-01	3.364000e-01	3.687829e-01
1200	10	5.800000e-01	3.364000e-01	3.687768e-01
1200	12	5.800000e-01	3.364000e-01	3.687755e-01
1200	14	5.800000e-01	3.364000e-01	3.687778e-01
1200	16	5.800000e-01	3.364000e-01	3.687770e-01
1200	18	5.800000e-01	3.364000e-01	3.687770e-01
1200	20	5.800000e-01	3.364000e-01	3.687773e-01
1200	22	5.800000e-01	3.364000e-01	3.687771e-01
1200	24	5.800000e-01	3.364000e-01	3.687771e-01
1200	26	5.800000e-01	3.364000e-01	3.687772e-01
1200	28	5.800000e-01	3.364000e-01	3.687771e-01
1200	30	5.800000e-01	3.364000e-01	3.687771e-01
1200	32	5.800000e-01	3.364000e-01	3.687772e-01
1200	34	5.800000e-01	3.364000e-01	3.687771e-01
1200	36	5.800000e-01	3.364000e-01	3.687772e-01
1200	38	5.800000e-01	3.364000e-01	3.687772e-01
1200	40	5.800000e-01	3.364000e-01	3.687771e-01
1200	20	5.800000e-01	3.364000e-01	3.687773e-01
1200	 2	5.900000e-01	3.481000e-01	3.724450e-01
1200	 4	5.900000e-01	3.481000e-01	3.675128e-01
1200	 6	5.900000e-01	3.481000e-01	3.610945e-01
1200	 8	5.900000e-01	3.481000e-01	3.609873e-01
1200	10	5.900000e-01	3.481000e-01	3.609805e-01
1200	12	5.900000e-01	3.481000e-01	3.609791e-01
1200	14	5.900000e-01	3.481000e-01	3.609814e-01
1200	16	5.900000e-01	3.481000e-01	3.609806e-01
1200	18	5.900000e-01	3.481000e-01	3.609806e-01
1200	20	5.900000e-01	3.481000e-01	3.609809e-01
1200	22	5.900000e-01	3.481000e-01	3.609807e-01
1200	24	5.900000e-01	3.481000e-01	3.609807e-01
1200	26	5.900000e-01	3.481000e-01	3.609808e-01
1200	28	5.900000e-01	3.481000e-01	3.609807e-01
1200	30	5.900000e-01	3.481000e-01	3.609808e-01
1200	32	5.900000e-01	3.481000e-01	3.609808e-01
1200	34	5.900000e-01	3.481000e-01	3.609808e-01
1200	36	5.900000e-01	3.481000e-01	3.609808e-01
1200	38	5.900000e-01	3.481000e-01	3.609808e-01
1200	40	5.900000e-01	3.481000e-01	3.609808e-01
1200	20	5.900000e-01	3.481000e-01	3.609809e-01
1200	 2	6.000000e-01	3.600000e-01	3.672296e-01
1200	 4	6.000000e-01	3.600000e-01	3.595950e-01
1200	 6	6.000000e-01	3.600000e-01	3.534727e-01
1200	 8	6.000000e-01	3.600000e-01	3.533597e-01
1200	10	6.000000e-01	3.600000e-01	3.533524e-01
1200	12	6.000000e-01	3.600000e-01	3.533507e-01
1200	14	6.000000e-01	3.600000e-01	3.533531e-01
1200	16	6.000000e-01	3.600000e-01	3.533523e-01
1200	18	6.000000e-01	3.600000e-01	3.533523e-01
1200	20	6.000000e-01	3.600000e-01	3.533526e-01
1200	22	6.000000e-01	3.600000e-01	3.533524e-01
1200	24	6.000000e-01	3.600000e-01	3.533524e-01
1200	26	6.000000e-01	3.600000e-01	3.533525e-01
1200	28	6.000000e-01	3.600000e-01	3.533524e-01
1200	30	6.000000e-01	3.600000e-01	3.533524e-01
1200	32	6.000000e-01	3.600000e-01	3.533525e-01
1200	34	6.000000e-01	3.600000e-01	3.533524e-01
1200	36	6.000000e-01	3.600000e-01	3.533524e-01
1200	38	6.000000e-01	3.600000e-01	3.533524e-01
1200	40	6.000000e-01	3.600000e-01	3.533524e-01
1200	20	6.000000e-01	3.600000e-01	3.533526e-01
1200	 2	6.100000e-01	3.721000e-01	3.620248e-01
1200	 4	6.100000e-01	3.721000e-01	3.518488e-01
1200	 6	6.100000e-01	3.721000e-01	3.460154e-01
1200	 8	6.100000e-01	3.721000e-01	3.458972e-01
1200	10	6.100000e-01	3.721000e-01	3.458893e-01
1200	12	6.100000e-01	3.721000e-01	3.458874e-01
1200	14	6.100000e-01	3.721000e-01	3.458898e-01
1200	16	6.100000e-01	3.721000e-01	3.458890e-01
1200	18	6.100000e-01	3.721000e-01	3.458890e-01
1200	20	6.100000e-01	3.721000e-01	3.458893e-01
1200	22	6.100000e-01	3.721000e-01	3.458891e-01
1200	24	6.100000e-01	3.721000e-01	3.458891e-01
1200	26	6.100000e-01	3.721000e-01	3.458892e-01
1200	28	6.100000e-01	3.721000e-01	3.458891e-01
1200	30	6.100000e-01	3.721000e-01	3.458891e-01
1200	32	6.100000e-01	3.721000e-01	3.458892e-01
1200	34	6.100000e-01	3.721000e-01	3.458891e-01
1200	36	6.100000e-01	3.721000e-01	3.458891e-01
1200	38	6.100000e-01	3.721000e-01	3.458891e-01
1200	40	6.100000e-01	3.721000e-01	3.458891e-01
1200	20	6.100000e-01	3.721000e-01	3.458893e-01
1200	 2	6.200000e-01	3.844000e-01	3.568353e-01
1200	 4	6.200000e-01	3.844000e-01	3.442713e-01
1200	 6	6.200000e-01	3.844000e-01	3.387196e-01
1200	 8	6.200000e-01	3.844000e-01	3.385966e-01
1200	10	6.200000e-01	3.844000e-01	3.385881e-01
1200	12	6.200000e-01	3.844000e-01	3.385860e-01
1200	14	6.200000e-01	3.844000e-01	3.385886e-01
1200	16	6.200000e-01	3.844000e-01	3.385876e-01
1200	18	6.200000e-01	3.844000e-01	3.385876e-01
1200	20	6.200000e-01	3.844000e-01	3.385879e-01
1200	22	6.200000e-01	3.844000e-01	3.385878e-01
1200	24	6.200000e-01	3.844000e-01	3.385877e-01
1200	26	6.200000e-01	3.844000e-01	3.385879e-01
1200	28	6.200000e-01	3.844000e-01	3.385878e-01
1200	30	6.200000e-01	3.844000e-01	3.385878e-01
1200	32	6.200000e-01	3.844000e-01	3.385878e-01
1200	34	6.200000e-01	3.844000e-01	3.385878e-01
1200	36	6.200000e-01	3.844000e-01	3.385878e-01
1200	38	6.200000e-01	3.844000e-01	3.385878e-01
1200	40	6.200000e-01	3.844000e-01	3.385878e-01
1200	20	6.200000e-01	3.844000e-01	3.385879e-01
1200	 2	6.300000e-01	3.969000e-01	3.516654e-01
1200	 4	6.300000e-01	3.969000e-01	3.368596e-01
1200	 6	6.300000e-01	3.969000e-01	3.315822e-01
1200	 8	6.300000e-01	3.969000e-01	3.314549e-01
1200	10	6.300000e-01	3.969000e-01	3.314458e-01
1200	12	6.300000e-01	3.969000e-01	3.314435e-01
1200	14	6.300000e-01	3.969000e-01	3.314462e-01
1200	16	6.300000e-01	3.969000e-01	3.314451e-01
1200	18	6.300000e-01	3.969000e-01	3.314452e-01
1200	20	6.300000e-01	3.969000e-01	3.314455e-01
1200	22	6.300000e-01	3.969000e-01	3.314453e-01
1200	24	6.300000e-01	3.969000e-01	3.314453e-01
1200	26	6.300000e-01	3.969000e-01	3.314454e-01
1200	28	6.300000e-01	3.969000e-01	3.314453e-01
1200	30	6.300000e-01	3.969000e-01	3.314453e-01
1200	32	6.300000e-01	3.969000e-01	3.314453e-01
1200	34	6.300000e-01	3.969000e-01	3.314453e-01
1200	36	6.300000e-01	3.969000e-01	3.314453e-01
1200	38	6.300000e-01	3.969000e-01	3.314453e-01
1200	40	6.300000e-01	3.969000e-01	3.314453e-01
1200	20	6.300000e-01	3.969000e-01	3.314455e-01
1200	 2	6.400000e-01	4.096000e-01	3.465191e-01
1200	 4	6.400000e-01	4.096000e-01	3.296110e-01
1200	 6	6.400000e-01	4.096000e-01	3.246002e-01
1200	 8	6.400000e-01	4.096000e-01	3.244690e-01
1200	10	6.400000e-01	4.096000e-01	3.244594e-01
1200	12	6.400000e-01	4.096000e-01	3.244569e-01
1200	14	6.400000e-01	4.096000e-01	3.244596e-01
1200	16	6.400000e-01	4.096000e-01	3.244585e-01
1200	18	6.400000e-01	4.096000e-01	3.244586e-01
1200	20	6.400000e-01	4.096000e-01	3.244588e-01
1200	22	6.400000e-01	4.096000e-01	3.244587e-01
1200	24	6.400000e-01	4.096000e-01	3.244587e-01
1200	26	6.400000e-01	4.096000e-01	3.244588e-01
1200	28	6.400000e-01	4.096000e-01	3.244587e-01
1200	30	6.400000e-01	4.096000e-01	3.244587e-01
1200	32	6.400000e-01	4.096000e-01	3.244587e-01
1200	34	6.400000e-01	4.096000e-01	3.244587e-01
1200	36	6.400000e-01	4.096000e-01	3.244587e-01
1200	38	6.400000e-01	4.096000e-01	3.244587e-01
1200	40	6.400000e-01	4.096000e-01	3.244587e-01
1200	20	6.400000e-01	4.096000e-01	3.244588e-01
1200	 2	6.500000e-01	4.225000e-01	3.414000e-01
1200	 4	6.500000e-01	4.225000e-01	3.225223e-01
1200	 6	6.500000e-01	4.225000e-01	3.177706e-01
1200	 8	6.500000e-01	4.225000e-01	3.176358e-01
1200	10	6.500000e-01	4.225000e-01	3.176256e-01
1200	12	6.500000e-01	4.225000e-01	3.176230e-01
1200	14	6.500000e-01	4.225000e-01	3.176259e-01
1200	16	6.500000e-01	4.225000e-01	3.176247e-01
1200	18	6.500000e-01	4.225000e-01	3.176248e-01
1200	20	6.500000e-01	4.225000e-01	3.176251e-01
1200	22	6.500000e-01	4.225000e-01	3.176249e-01
1200	24	6.500000e-01	4.225000e-01	3.176249e-01
1200	26	6.500000e-01	4.225000e-01	3.176250e-01
1200	28	6.500000e-01	4.225000e-01	3.176249e-01
1200	30	6.500000e-01	4.225000e-01	3.176249e-01
1200	32	6.500000e-01	4.225000e-01	3.176249e-01
1200	34	6.500000e-01	4.225000e-01	3.176249e-01
1200	36	6.500000e-01	4.225000e-01	3.176249e-01
1200	38	6.500000e-01	4.225000e-01	3.176250e-01
1200	40	6.500000e-01	4.225000e-01	3.176249e-01
1200	20	6.500000e-01	4.225000e-01	3.176251e-01
1200	 2	6.600000e-01	4.356000e-01	3.363116e-01
1200	 4	6.600000e-01	4.356000e-01	3.155906e-01
1200	 6	6.600000e-01	4.356000e-01	3.110904e-01
1200	 8	6.600000e-01	4.356000e-01	3.109524e-01
1200	10	6.600000e-01	4.356000e-01	3.109417e-01
1200	12	6.600000e-01	4.356000e-01	3.109390e-01
1200	14	6.600000e-01	4.356000e-01	3.109420e-01
1200	16	6.600000e-01	4.356000e-01	3.109407e-01
1200	18	6.600000e-01	4.356000e-01	3.109409e-01
1200	20	6.600000e-01	4.356000e-01	3.109411e-01
1200	22	6.600000e-01	4.356000e-01	3.109410e-01
1200	24	6.600000e-01	4.356000e-01	3.109409e-01
1200	26	6.600000e-01	4.356000e-01	3.109410e-01
1200	28	6.600000e-01	4.356000e-01	3.109409e-01
1200	30	6.600000e-01	4.356000e-01	3.109410e-01
1200	32	6.600000e-01	4.356000e-01	3.109410e-01
1200	34	6.600000e-01	4.356000e-01	3.109410e-01
1200	36	6.600000e-01	4.356000e-01	3.109410e-01
1200	38	6.600000e-01	4.356000e-01	3.109410e-01
1200	40	6.600000e-01	4.356000e-01	3.109410e-01
1200	20	6.600000e-01	4.356000e-01	3.109411e-01
1200	 2	6.700000e-01	4.489000e-01	3.312570e-01
1200	 4	6.700000e-01	4.489000e-01	3.088129e-01
1200	 6	6.700000e-01	4.489000e-01	3.045567e-01
1200	 8	6.700000e-01	4.489000e-01	3.044159e-01
1200	10	6.700000e-01	4.489000e-01	3.044047e-01
1200	12	6.700000e-01	4.489000e-01	3.044019e-01
1200	14	6.700000e-01	4.489000e-01	3.044049e-01
1200	16	6.700000e-01	4.489000e-01	3.044036e-01
1200	18	6.700000e-01	4.489000e-01	3.044038e-01
1200	20	6.700000e-01	4.489000e-01	3.044040e-01
1200	22	6.700000e-01	4.489000e-01	3.044039e-01
1200	24	6.700000e-01	4.489000e-01	3.044038e-01
1200	26	6.700000e-01	4.489000e-01	3.044039e-01
1200	28	6.700000e-01	4.489000e-01	3.044038e-01
1200	30	6.700000e-01	4.489000e-01	3.044039e-01
1200	32	6.700000e-01	4.489000e-01	3.044039e-01
1200	34	6.700000e-01	4.489000e-01	3.044039e-01
1200	36	6.700000e-01	4.489000e-01	3.044039e-01
1200	38	6.700000e-01	4.489000e-01	3.044039e-01
1200	40	6.700000e-01	4.489000e-01	3.044039e-01
1200	20	6.700000e-01	4.489000e-01	3.044040e-01
1200	 2	6.800000e-01	4.624000e-01	3.262389e-01
1200	 4	6.800000e-01	4.624000e-01	3.021863e-01
1200	 6	6.800000e-01	4.624000e-01	2.981665e-01
1200	 8	6.800000e-01	4.624000e-01	2.980232e-01
1200	10	6.800000e-01	4.624000e-01	2.980115e-01
1200	12	6.800000e-01	4.624000e-01	2.980087e-01
1200	14	6.800000e-01	4.624000e-01	2.980117e-01
1200	16	6.800000e-01	4.624000e-01	2.980104e-01
1200	18	6.800000e-01	4.624000e-01	2.980106e-01
1200	20	6.800000e-01	4.624000e-01	2.980108e-01
1200	22	6.800000e-01	4.624000e-01	2.980107e-01
1200	24	6.800000e-01	4.624000e-01	2.980106e-01
1200	26	6.800000e-01	4.624000e-01	2.980107e-01
1200	28	6.800000e-01	4.624000e-01	2.980106e-01
1200	30	6.800000e-01	4.624000e-01	2.980107e-01
1200	32	6.800000e-01	4.624000e-01	2.980107e-01
1200	34	6.800000e-01	4.624000e-01	2.980107e-01
1200	36	6.800000e-01	4.624000e-01	2.980107e-01
1200	38	6.800000e-01	4.624000e-01	2.980107e-01
1200	40	6.800000e-01	4.624000e-01	2.980107e-01
1200	20	6.800000e-01	4.624000e-01	2.980108e-01
1200	 2	6.900000e-01	4.761000e-01	3.212599e-01
1200	 4	6.900000e-01	4.761000e-01	2.957077e-01
1200	 6	6.900000e-01	4.761000e-01	2.919169e-01
1200	 8	6.900000e-01	4.761000e-01	2.917715e-01
1200	10	6.900000e-01	4.761000e-01	2.917594e-01
1200	12	6.900000e-01	4.761000e-01	2.917564e-01
1200	14	6.900000e-01	4.761000e-01	2.917595e-01
1200	16	6.900000e-01	4.761000e-01	2.917582e-01
1200	18	6.900000e-01	4.761000e-01	2.917584e-01
1200	20	6.900000e-01	4.761000e-01	2.917586e-01
1200	22	6.900000e-01	4.761000e-01	2.917584e-01
1200	24	6.900000e-01	4.761000e-01	2.917584e-01
1200	26	6.900000e-01	4.761000e-01	2.917585e-01
1200	28	6.900000e-01	4.761000e-01	2.917584e-01
1200	30	6.900000e-01	4.761000e-01	2.917585e-01
1200	32	6.900000e-01	4.761000e-01	2.917585e-01
1200	34	6.900000e-01	4.761000e-01	2.917585e-01
1200	36	6.900000e-01	4.761000e-01	2.917584e-01
1200	38	6.900000e-01	4.761000e-01	2.917585e-01
1200	40	6.900000e-01	4.761000e-01	2.917584e-01
1200	20	6.900000e-01	4.761000e-01	2.917586e-01
1200	 2	7.000000e-01	4.900000e-01	3.163225e-01
1200	 4	7.000000e-01	4.900000e-01	2.893742e-01
1200	 6	7.000000e-01	4.900000e-01	2.858049e-01
1200	 8	7.000000e-01	4.900000e-01	2.856580e-01
1200	10	7.000000e-01	4.900000e-01	2.856453e-01
1200	12	7.000000e-01	4.900000e-01	2.856423e-01
1200	14	7.000000e-01	4.900000e-01	2.856453e-01
1200	16	7.000000e-01	4.900000e-01	2.856440e-01
1200	18	7.000000e-01	4.900000e-01	2.856443e-01
1200	20	7.000000e-01	4.900000e-01	2.856445e-01
1200	22	7.000000e-01	4.900000e-01	2.856443e-01
1200	24	7.000000e-01	4.900000e-01	2.856442e-01
1200	26	7.000000e-01	4.900000e-01	2.856444e-01
1200	28	7.000000e-01	4.900000e-01	2.856443e-01
1200	30	7.000000e-01	4.900000e-01	2.856443e-01
1200	32	7.000000e-01	4.900000e-01	2.856443e-01
1200	34	7.000000e-01	4.900000e-01	2.856443e-01
1200	36	7.000000e-01	4.900000e-01	2.856443e-01
1200	38	7.000000e-01	4.900000e-01	2.856443e-01
1200	40	7.000000e-01	4.900000e-01	2.856443e-01
1200	20	7.000000e-01	4.900000e-01	2.856445e-01
1200	 2	7.100000e-01	5.041000e-01	3.114286e-01
1200	 4	7.100000e-01	5.041000e-01	2.831827e-01
1200	 6	7.100000e-01	5.041000e-01	2.798278e-01
1200	 8	7.100000e-01	5.041000e-01	2.796795e-01
1200	10	7.100000e-01	5.041000e-01	2.796665e-01
1200	12	7.100000e-01	5.041000e-01	2.796633e-01
1200	14	7.100000e-01	5.041000e-01	2.796663e-01
1200	16	7.100000e-01	5.041000e-01	2.796650e-01
1200	18	7.100000e-01	5.041000e-01	2.796653e-01
1200	20	7.100000e-01	5.041000e-01	2.796655e-01
1200	22	7.100000e-01	5.041000e-01	2.796653e-01
1200	24	7.100000e-01	5.041000e-01	2.796652e-01
1200	26	7.100000e-01	5.041000e-01	2.796654e-01
1200	28	7.100000e-01	5.041000e-01	2.796653e-01
1200	30	7.100000e-01	5.041000e-01	2.796653e-01
1200	32	7.100000e-01	5.041000e-01	2.796653e-01
1200	34	7.100000e-01	5.041000e-01	2.796653e-01
1200	36	7.100000e-01	5.041000e-01	2.796653e-01
1200	38	7.100000e-01	5.041000e-01	2.796653e-01
1200	40	7.100000e-01	5.041000e-01	2.796653e-01
1200	20	7.100000e-01	5.041000e-01	2.796655e-01
1200	 2	7.200000e-01	5.184000e-01	3.065803e-01
1200	 4	7.200000e-01	5.184000e-01	2.771305e-01
1200	 6	7.200000e-01	5.184000e-01	2.739826e-01
1200	 8	7.200000e-01	5.184000e-01	2.738334e-01
1200	10	7.200000e-01	5.184000e-01	2.738200e-01
1200	12	7.200000e-01	5.184000e-01	2.738167e-01
1200	14	7.200000e-01	5.184000e-01	2.738196e-01
1200	16	7.200000e-01	5.184000e-01	2.738183e-01
1200	18	7.200000e-01	5.184000e-01	2.738185e-01
1200	20	7.200000e-01	5.184000e-01	2.738187e-01
1200	22	7.200000e-01	5.184000e-01	2.738186e-01
1200	24	7.200000e-01	5.184000e-01	2.738185e-01
1200	26	7.200000e-01	5.184000e-01	2.738187e-01
1200	28	7.200000e-01	5.184000e-01	2.738186e-01
1200	30	7.200000e-01	5.184000e-01	2.738186e-01
1200	32	7.200000e-01	5.184000e-01	2.738186e-01
1200	34	7.200000e-01	5.184000e-01	2.738186e-01
1200	36	7.200000e-01	5.184000e-01	2.738186e-01
1200	38	7.200000e-01	5.184000e-01	2.738186e-01
1200	40	7.200000e-01	5.184000e-01	2.738186e-01
1200	20	7.200000e-01	5.184000e-01	2.738187e-01
1200	 2	7.300000e-01	5.329000e-01	3.017793e-01
1200	 4	7.300000e-01	5.329000e-01	2.712144e-01
1200	 6	7.300000e-01	5.329000e-01	2.682665e-01
1200	 8	7.300000e-01	5.329000e-01	2.681167e-01
1200	10	7.300000e-01	5.329000e-01	2.681029e-01
1200	12	7.300000e-01	5.329000e-01	2.680994e-01
1200	14	7.300000e-01	5.329000e-01	2.681024e-01
1200	16	7.300000e-01	5.329000e-01	2.681010e-01
1200	18	7.300000e-01	5.329000e-01	2.681012e-01
1200	20	7.300000e-01	5.329000e-01	2.681014e-01
1200	22	7.300000e-01	5.329000e-01	2.681013e-01
1200	24	7.300000e-01	5.329000e-01	2.681013e-01
1200	26	7.300000e-01	5.329000e-01	2.681014e-01
1200	28	7.300000e-01	5.329000e-01	2.681013e-01
1200	30	7.300000e-01	5.329000e-01	2.681013e-01
1200	32	7.300000e-01	5.329000e-01	2.681013e-01
1200	34	7.300000e-01	5.329000e-01	2.681013e-01
1200	36	7.300000e-01	5.329000e-01	2.681013e-01
1200	38	7.300000e-01	5.329000e-01	2.681013e-01
1200	40	7.300000e-01	5.329000e-01	2.681013e-01
1200	20	7.300000e-01	5.329000e-01	2.681014e-01
1200	 2	7.400000e-01	5.476000e-01	2.970271e-01
1200	 4	7.400000e-01	5.476000e-01	2.654316e-01
1200	 6	7.400000e-01	5.476000e-01	2.626768e-01
1200	 8	7.400000e-01	5.476000e-01	2.625266e-01
1200	10	7.400000e-01	5.476000e-01	2.625124e-01
1200	12	7.400000e-01	5.476000e-01	2.625088e-01
1200	14	7.400000e-01	5.476000e-01	2.625117e-01
1200	16	7.400000e-01	5.476000e-01	2.625104e-01
1200	18	7.400000e-01	5.476000e-01	2.625106e-01
1200	20	7.400000e-01	5.476000e-01	2.625108e-01
1200	22	7.400000e-01	5.476000e-01	2.625107e-01
1200	24	7.400000e-01	5.476000e-01	2.625106e-01
1200	26	7.400000e-01	5.476000e-01	2.625108e-01
1200	28	7.400000e-01	5.476000e-01	2.625107e-01
1200	30	7.400000e-01	5.476000e-01	2.625107e-01
1200	32	7.400000e-01	5.476000e-01	2.625107e-01
1200	34	7.400000e-01	5.476000e-01	2.625107e-01
1200	36	7.400000e-01	5.476000e-01	2.625107e-01
1200	38	7.400000e-01	5.476000e-01	2.625107e-01
1200	40	7.400000e-01	5.476000e-01	2.625107e-01
1200	20	7.400000e-01	5.476000e-01	2.625108e-01
1200	 2	7.500000e-01	5.625000e-01	2.923252e-01
1200	 4	7.500000e-01	5.625000e-01	2.597793e-01
1200	 6	7.500000e-01	5.625000e-01	2.572107e-01
1200	 8	7.500000e-01	5.625000e-01	2.570603e-01
1200	10	7.500000e-01	5.625000e-01	2.570458e-01
1200	12	7.500000e-01	5.625000e-01	2.570421e-01
1200	14	7.500000e-01	5.625000e-01	2.570450e-01
1200	16	7.500000e-01	5.625000e-01	2.570436e-01
1200	18	7.500000e-01	5.625000e-01	2.570438e-01
1200	20	7.500000e-01	5.625000e-01	2.570440e-01
1200	22	7.500000e-01	5.625000e-01	2.570439e-01
1200	24	7.500000e-01	5.625000e-01	2.570438e-01
1200	26	7.500000e-01	5.625000e-01	2.570440e-01
1200	28	7.500000e-01	5.625000e-01	2.570439e-01
1200	30	7.500000e-01	5.625000e-01	2.570439e-01
1200	32	7.500000e-01	5.625000e-01	2.570439e-01
1200	34	7.500000e-01	5.625000e-01	2.570439e-01
1200	36	7.500000e-01	5.625000e-01	2.570439e-01
1200	38	7.500000e-01	5.625000e-01	2.570439e-01
1200	40	7.500000e-01	5.625000e-01	2.570439e-01
1200	20	7.500000e-01	5.625000e-01	2.570440e-01
1200	 2	7.600000e-01	5.776000e-01	2.876747e-01
1200	 4	7.600000e-01	5.776000e-01	2.542545e-01
1200	 6	7.600000e-01	5.776000e-01	2.518654e-01
1200	 8	7.600000e-01	5.776000e-01	2.517150e-01
1200	10	7.600000e-01	5.776000e-01	2.517003e-01
1200	12	7.600000e-01	5.776000e-01	2.516964e-01
1200	14	7.600000e-01	5.776000e-01	2.516993e-01
1200	16	7.600000e-01	5.776000e-01	2.516980e-01
1200	18	7.600000e-01	5.776000e-01	2.516981e-01
1200	20	7.600000e-01	5.776000e-01	2.516983e-01
1200	22	7.600000e-01	5.776000e-01	2.516982e-01
1200	24	7.600000e-01	5.776000e-01	2.516982e-01
1200	26	7.600000e-01	5.776000e-01	2.516983e-01
1200	28	7.600000e-01	5.776000e-01	2.516982e-01
1200	30	7.600000e-01	5.776000e-01	2.516982e-01
1200	32	7.600000e-01	5.776000e-01	2.516983e-01
1200	34	7.600000e-01	5.776000e-01	2.516982e-01
1200	36	7.600000e-01	5.776000e-01	2.516982e-01
1200	38	7.600000e-01	5.776000e-01	2.516983e-01
1200	40	7.600000e-01	5.776000e-01	2.516982e-01
1200	20	7.600000e-01	5.776000e-01	2.516983e-01
1200	 2	7.700000e-01	5.929000e-01	2.830767e-01
1200	 4	7.700000e-01	5.929000e-01	2.488546e-01
1200	 6	7.700000e-01	5.929000e-01	2.466385e-01
1200	 8	7.700000e-01	5.929000e-01	2.464882e-01
1200	10	7.700000e-01	5.929000e-01	2.464732e-01
1200	12	7.700000e-01	5.929000e-01	2.464693e-01
1200	14	7.700000e-01	5.929000e-01	2.464721e-01
1200	16	7.700000e-01	5.929000e-01	2.464708e-01
1200	18	7.700000e-01	5.929000e-01	2.464710e-01
1200	20	7.700000e-01	5.929000e-01	2.464711e-01
